Entity,Code,Day,"COVID-19 doses (daily, 7-day average)"
Poland,POL,2023-05-14,372.2857
Poland,POL,2023-05-15,353
Poland,POL,2023-05-16,333
Poland,POL,2023-05-17,314.85715
Poland,POL,2023-05-18,291.2857
Poland,POL,2023-05-19,321.2857
Poland,POL,2023-05-20,298.85715
Poland,POL,2023-05-21,287
Poland,POL,2023-05-22,377.2857
Poland,POL,2023-05-23,520.1429
Poland,POL,2023-05-24,674.2857
Poland,POL,2023-05-25,773.8571
Poland,POL,2023-05-26,708.7143
Poland,POL,2023-05-27,723.5714
Poland,POL,2023-05-28,1148.1428
Poland,POL,2023-05-29,1042.8572
Poland,POL,2023-05-30,1048.7142
Poland,POL,2023-05-31,943.4286
Poland,POL,2023-06-01,849.4286
Poland,POL,2023-06-02,837.4286
Poland,POL,2023-06-03,819
Poland,POL,2023-06-04,391.14285
Poland,POL,2023-06-05,541.8571
Poland,POL,2023-06-06,436
Poland,POL,2023-06-07,370.42856
Poland,POL,2023-06-08,320.85715
Poland,POL,2023-06-09,311.57144
Poland,POL,2023-06-10,312.57144
Poland,POL,2023-06-11,312.42856
Poland,POL,2023-06-12,361.2857
Poland,POL,2023-06-13,298.7143
Poland,POL,2023-06-14,293.85715
Poland,POL,2023-06-15,323
Poland,POL,2023-06-16,334.2857
Poland,POL,2023-06-17,334.85715
Poland,POL,2023-06-18,335
Poland,POL,2023-06-19,126.14286
Poland,POL,2023-06-20,155.57143
Poland,POL,2023-06-21,256.14285
Poland,POL,2023-06-22,320.2857
Poland,POL,2023-06-23,337.85715
Poland,POL,2023-06-24,342.2857
Poland,POL,2023-06-25,397.14285
Poland,POL,2023-06-26,498.2857
Poland,POL,2023-06-27,501.42856
Poland,POL,2023-06-28,417.2857
Poland,POL,2023-06-29,351.14285
Poland,POL,2023-06-30,341.2857
Poland,POL,2023-07-01,336.57144
Poland,POL,2023-07-02,279.42856
Poland,POL,2023-07-03,170.42857
Poland,POL,2023-07-04,148.14285
Poland,POL,2023-07-05,138.28572
Poland,POL,2023-07-06,172.57143
Poland,POL,2023-07-07,153.57143
Poland,POL,2023-07-08,151.85715
Poland,POL,2023-07-09,153.28572
Poland,POL,2023-07-10,158.85715
Poland,POL,2023-07-11,140
Poland,POL,2023-07-12,124
Poland,POL,2023-07-13,75.85714
Poland,POL,2023-07-14,66.85714
Poland,POL,2023-07-15,69.14286
Poland,POL,2023-07-16,101
Poland,POL,2023-07-17,153.42857
Poland,POL,2023-07-18,192.85715
Poland,POL,2023-07-19,200.42857
Poland,POL,2023-07-20,192.71428
Poland,POL,2023-07-21,350.85715
Poland,POL,2023-07-22,350.2857
Poland,POL,2023-07-23,315.57144
Poland,POL,2023-07-24,335.57144
Poland,POL,2023-07-25,294.2857
Poland,POL,2023-07-26,282.07144
Poland,POL,2023-07-27,280.2857
Poland,POL,2023-07-28,120.85714
Poland,POL,2023-07-29,128.28572
Poland,POL,2023-07-30,132.35715
Poland,POL,2023-07-31,48
Poland,POL,2023-08-01,46
Poland,POL,2023-08-02,49.07143
Poland,POL,2023-08-03,53.714287
Poland,POL,2023-08-04,50.57143
Poland,POL,2023-08-05,40.42857
Poland,POL,2023-08-06,36.357143
Poland,POL,2023-08-07,39.285713
Poland,POL,2023-08-08,40.714287
Poland,POL,2023-08-09,41.57143
Poland,POL,2023-08-10,43.142857
Poland,POL,2023-08-11,42.5
Poland,POL,2023-08-12,46.57143
Poland,POL,2023-08-13,46.857143
Poland,POL,2023-08-14,44.285713
Poland,POL,2023-08-15,42.5
Poland,POL,2023-08-16,39.142857
Poland,POL,2023-08-17,36.57143
Poland,POL,2023-08-18,43.357143
Poland,POL,2023-08-19,42.857143
Poland,POL,2023-08-20,42.57143
Poland,POL,2023-08-21,46.714287
Poland,POL,2023-08-22,49.5
Poland,POL,2023-08-23,55.714287
Poland,POL,2023-08-24,59
Poland,POL,2023-08-25,56.57143
Poland,POL,2023-08-26,58
Poland,POL,2023-08-27,58.142857
Poland,POL,2023-08-28,59.857143
Poland,POL,2023-08-29,59.285713
Poland,POL,2023-08-30,57.142857
Poland,POL,2023-08-31,59.42857
Poland,POL,2023-09-01,64.85714
Poland,POL,2023-09-02,66.71429
Poland,POL,2023-09-03,67.14286
Poland,POL,2023-09-04,63.42857
Poland,POL,2023-09-05,56.142857
Poland,POL,2023-09-06,54.57143
Poland,POL,2023-09-07,67
Poland,POL,2023-09-08,56
Poland,POL,2023-09-09,48.857143
Poland,POL,2023-09-10,51.714287
Poland,POL,2023-09-11,51.714287
Poland,POL,2023-09-12,58
Poland,POL,2023-09-13,60.142857
Poland,POL,2023-09-14,46.857143
Poland,POL,2023-09-15,65.42857
Poland,POL,2023-09-16,151.28572
Poland,POL,2023-09-17,161.42857
Poland,POL,2023-09-18,162.28572
Poland,POL,2023-09-19,164
Poland,POL,2023-09-20,164.71428
Poland,POL,2023-09-21,160.71428
Poland,POL,2023-09-22,149.57143
Poland,POL,2023-09-23,68.28571
Poland,POL,2023-09-24,55.142857
Poland,POL,2023-09-25,60.714287
Poland,POL,2023-09-26,63
Poland,POL,2023-09-27,62.285713
Poland,POL,2023-09-28,68.14286
Poland,POL,2023-09-29,83.57143
Poland,POL,2023-09-30,79.28571
Poland,POL,2023-10-01,80.85714
Poland,POL,2023-10-02,81.42857
Poland,POL,2023-10-03,82.42857
Poland,POL,2023-10-04,181.85715
Poland,POL,2023-10-05,188
Poland,POL,2023-10-06,178
Poland,POL,2023-10-07,184.57143
Poland,POL,2023-10-08,183.42857
Poland,POL,2023-10-09,183.71428
Poland,POL,2023-10-10,184.42857
Poland,POL,2023-10-11,86.14286
Poland,POL,2023-10-12,78.71429
Poland,POL,2023-10-13,78.71429
Poland,POL,2023-10-14,77
Poland,POL,2023-10-15,78.71429
Poland,POL,2023-10-16,77.14286
Poland,POL,2023-10-17,75.42857
Poland,POL,2023-10-18,76.71429
Poland,POL,2023-10-19,79
Poland,POL,2023-10-20,77.85714
Poland,POL,2023-10-21,75.14286
Poland,POL,2023-10-22,76.14286
Poland,POL,2023-10-23,75.42857
Poland,POL,2023-10-24,74.57143
Poland,POL,2023-10-25,77.14286
Poland,POL,2023-10-26,78.57143
Poland,POL,2023-10-27,75.57143
Poland,POL,2023-10-28,80.28571
Poland,POL,2023-10-29,80.14286
Poland,POL,2023-10-30,80.85714
Poland,POL,2023-10-31,88
Poland,POL,2023-11-01,74
Poland,POL,2023-11-02,67.57143
Poland,POL,2023-11-03,76.71429
Poland,POL,2023-11-04,76.42857
Poland,POL,2023-11-05,74.42857
Poland,POL,2023-11-06,89.14286
Poland,POL,2023-11-07,132.85715
Poland,POL,2023-11-08,164
Poland,POL,2023-11-09,189.85715
Poland,POL,2023-11-10,204.28572
Poland,POL,2023-11-11,2196.2026
Poland,POL,2023-11-12,4195.2627
Poland,POL,2023-11-13,6168.751
Poland,POL,2023-11-14,8108.8105
Poland,POL,2023-11-15,10077.299
Poland,POL,2023-11-16,12041.073
Poland,POL,2023-11-17,14004.419
Poland,POL,2023-11-18,14004.419
Poland,POL,2023-11-19,14004.419
Poland,POL,2023-11-20,14004.419
Poland,POL,2023-11-21,14004.419
Poland,POL,2023-11-22,14004.419
Poland,POL,2023-11-23,14004.419
Poland,POL,2023-11-24,14004.419
Poland,POL,2023-11-25,14004.419
Poland,POL,2023-11-26,14004.419
Poland,POL,2023-11-27,14004.419
Poland,POL,2023-11-28,14004.419
Poland,POL,2023-11-29,14004.419
Poland,POL,2023-11-30,14004.419
Poland,POL,2023-12-01,14004.419
Poland,POL,2023-12-02,14004.419
Poland,POL,2023-12-03,14004.419
Poland,POL,2023-12-04,14004.419
Poland,POL,2023-12-05,14004.419
Poland,POL,2023-12-06,14004.419
Poland,POL,2023-12-07,14004.419
Poland,POL,2023-12-08,14004.419
Poland,POL,2023-12-09,14004.419
Poland,POL,2023-12-10,14004.419
Poland,POL,2023-12-11,14004.419
Poland,POL,2023-12-12,14004.419
Poland,POL,2023-12-13,14004.419
Poland,POL,2023-12-14,14004.419
Poland,POL,2023-12-15,14004.419
Poland,POL,2023-12-16,14004.419
Poland,POL,2023-12-17,14004.419
Poland,POL,2023-12-18,14004.419
Poland,POL,2023-12-19,14004.419
Poland,POL,2023-12-20,14004.419
Poland,POL,2023-12-21,14004.419
Poland,POL,2023-12-22,14004.419
Poland,POL,2023-12-23,14004.419
