Entity,Code,Day,Total confirmed deaths due to COVID-19,Daily new confirmed deaths due to COVID-19
Poland,POL,2022-06-07,116353,6
Poland,POL,2022-06-08,116360,7
Poland,POL,2022-06-09,116366,6
Poland,POL,2022-06-10,116367,1
Poland,POL,2022-06-11,116369,2
Poland,POL,2022-06-12,116369,0
Poland,POL,2022-06-13,116369,0
Poland,POL,2022-06-14,116378,9
Poland,POL,2022-06-15,116385,7
Poland,POL,2022-06-16,116388,3
Poland,POL,2022-06-17,116388,0
Poland,POL,2022-06-18,116391,3
Poland,POL,2022-06-19,116391,0
Poland,POL,2022-06-20,116391,0
Poland,POL,2022-06-21,116398,7
Poland,POL,2022-06-22,116402,4
Poland,POL,2022-06-23,116403,1
Poland,POL,2022-06-24,116410,7
Poland,POL,2022-06-25,116415,5
Poland,POL,2022-06-26,116415,0
Poland,POL,2022-06-27,116415,0
Poland,POL,2022-06-28,116418,3
Poland,POL,2022-06-29,116422,4
Poland,POL,2022-06-30,116422,0
Poland,POL,2022-07-01,116427,5
Poland,POL,2022-07-02,116433,6
Poland,POL,2022-07-03,116433,0
Poland,POL,2022-07-04,116433,0
Poland,POL,2022-07-05,116435,2
Poland,POL,2022-07-06,116438,3
Poland,POL,2022-07-07,116447,9
Poland,POL,2022-07-08,116447,0
Poland,POL,2022-07-09,116451,4
Poland,POL,2022-07-10,116451,0
Poland,POL,2022-07-11,116451,0
Poland,POL,2022-07-12,116456,5
Poland,POL,2022-07-13,116462,6
Poland,POL,2022-07-14,116466,4
Poland,POL,2022-07-15,116468,2
Poland,POL,2022-07-16,116468,0
Poland,POL,2022-07-17,116468,0
Poland,POL,2022-07-18,116468,0
Poland,POL,2022-07-19,116473,5
Poland,POL,2022-07-20,116484,11
Poland,POL,2022-07-21,116490,6
Poland,POL,2022-07-22,116496,6
Poland,POL,2022-07-23,116508,12
Poland,POL,2022-07-24,116508,0
Poland,POL,2022-07-25,116508,0
Poland,POL,2022-07-26,116522,14
Poland,POL,2022-07-27,116533,11
Poland,POL,2022-07-28,116545,12
Poland,POL,2022-07-29,116554,9
Poland,POL,2022-07-30,116568,14
Poland,POL,2022-07-31,116568,0
Poland,POL,2022-08-01,116568,0
Poland,POL,2022-08-02,116590,22
Poland,POL,2022-08-03,116606,16
Poland,POL,2022-08-04,116626,20
Poland,POL,2022-08-05,116643,17
Poland,POL,2022-08-06,116658,15
Poland,POL,2022-08-07,116658,0
Poland,POL,2022-08-08,116658,0
Poland,POL,2022-08-09,116684,26
Poland,POL,2022-08-10,116715,31
Poland,POL,2022-08-11,116735,20
Poland,POL,2022-08-12,116749,14
Poland,POL,2022-08-13,116771,22
Poland,POL,2022-08-14,116771,0
Poland,POL,2022-08-15,116771,0
Poland,POL,2022-08-16,116771,0
Poland,POL,2022-08-17,116796,25
Poland,POL,2022-08-18,116824,28
Poland,POL,2022-08-19,116858,34
Poland,POL,2022-08-20,116879,21
Poland,POL,2022-08-21,116879,0
Poland,POL,2022-08-22,116879,0
Poland,POL,2022-08-23,116907,28
Poland,POL,2022-08-24,116934,27
Poland,POL,2022-08-25,116965,31
Poland,POL,2022-08-26,117005,40
Poland,POL,2022-08-27,117028,23
Poland,POL,2022-08-28,117028,0
Poland,POL,2022-08-29,117028,0
Poland,POL,2022-08-30,117057,29
Poland,POL,2022-08-31,117091,34
Poland,POL,2022-09-01,117117,26
Poland,POL,2022-09-02,117128,11
Poland,POL,2022-09-03,117151,23
Poland,POL,2022-09-04,117151,0
Poland,POL,2022-09-05,117151,0
Poland,POL,2022-09-06,117172,21
Poland,POL,2022-09-07,117192,20
Poland,POL,2022-09-08,117217,25
Poland,POL,2022-09-09,117231,14
Poland,POL,2022-09-10,117250,19
Poland,POL,2022-09-11,117250,0
Poland,POL,2022-09-12,117250,0
Poland,POL,2022-09-13,117278,28
Poland,POL,2022-09-14,117297,19
Poland,POL,2022-09-15,117314,17
Poland,POL,2022-09-16,117339,25
Poland,POL,2022-09-17,117349,10
Poland,POL,2022-09-18,117349,0
Poland,POL,2022-09-19,117349,0
Poland,POL,2022-09-20,117365,16
Poland,POL,2022-09-21,117390,25
Poland,POL,2022-09-22,117411,21
Poland,POL,2022-09-23,117430,19
Poland,POL,2022-09-24,117455,25
Poland,POL,2022-09-25,117455,0
Poland,POL,2022-09-26,117455,0
Poland,POL,2022-09-27,117480,25
Poland,POL,2022-09-28,117508,28
Poland,POL,2022-09-29,117538,30
Poland,POL,2022-09-30,117568,30
Poland,POL,2022-10-01,117597,29
Poland,POL,2022-10-02,117597,0
Poland,POL,2022-10-03,117597,0
Poland,POL,2022-10-04,117630,33
Poland,POL,2022-10-05,117659,29
Poland,POL,2022-10-06,117701,42
Poland,POL,2022-10-07,117742,41
Poland,POL,2022-10-08,117755,13
Poland,POL,2022-10-09,117755,0
Poland,POL,2022-10-10,117755,0
Poland,POL,2022-10-11,117800,45
Poland,POL,2022-10-12,117822,22
Poland,POL,2022-10-13,117846,24
Poland,POL,2022-10-14,117868,22
Poland,POL,2022-10-15,117899,31
Poland,POL,2022-10-16,117899,0
Poland,POL,2022-10-17,117899,0
Poland,POL,2022-10-18,117930,31
Poland,POL,2022-10-19,117972,42
Poland,POL,2022-10-20,117990,18
Poland,POL,2022-10-21,118014,24
Poland,POL,2022-10-22,118028,14
Poland,POL,2022-10-23,118028,0
Poland,POL,2022-10-24,118028,0
Poland,POL,2022-10-25,118049,21
Poland,POL,2022-10-26,118072,23
Poland,POL,2022-10-27,118094,22
Poland,POL,2022-10-28,118106,12
Poland,POL,2022-10-29,118123,17
Poland,POL,2022-10-30,118123,0
Poland,POL,2022-10-31,118123,0
Poland,POL,2022-11-01,118130,7
Poland,POL,2022-11-02,118130,0
Poland,POL,2022-11-03,118142,12
Poland,POL,2022-11-04,118156,14
Poland,POL,2022-11-05,118169,13
Poland,POL,2022-11-06,118169,0
Poland,POL,2022-11-07,118169,0
Poland,POL,2022-11-08,118177,8
Poland,POL,2022-11-09,118194,17
Poland,POL,2022-11-10,118204,10
Poland,POL,2022-11-11,118209,5
Poland,POL,2022-11-12,118209,0
Poland,POL,2022-11-13,118209,0
Poland,POL,2022-11-14,118209,0
Poland,POL,2022-11-15,118226,17
Poland,POL,2022-11-16,118241,15
Poland,POL,2022-11-17,118251,10
Poland,POL,2022-11-18,118266,15
Poland,POL,2022-11-19,118273,7
Poland,POL,2022-11-20,118273,0
Poland,POL,2022-11-21,118273,0
Poland,POL,2022-11-22,118281,8
Poland,POL,2022-11-23,118291,10
Poland,POL,2022-11-24,118295,4
Poland,POL,2022-11-25,118297,2
Poland,POL,2022-11-26,118305,8
Poland,POL,2022-11-27,118305,0
Poland,POL,2022-11-28,118305,0
Poland,POL,2022-11-29,118312,7
Poland,POL,2022-11-30,118318,6
Poland,POL,2022-12-01,118327,9
Poland,POL,2022-12-02,118331,4
Poland,POL,2022-12-03,118339,8
Poland,POL,2022-12-04,118339,0
Poland,POL,2022-12-05,118339,0
Poland,POL,2022-12-06,118346,7
Poland,POL,2022-12-07,118350,4
Poland,POL,2022-12-08,118365,15
Poland,POL,2022-12-09,118371,6
Poland,POL,2022-12-10,118382,11
Poland,POL,2022-12-11,118382,0
Poland,POL,2022-12-12,118382,0
Poland,POL,2022-12-13,118389,7
Poland,POL,2022-12-14,118395,6
Poland,POL,2022-12-15,118412,17
Poland,POL,2022-12-16,118419,7
Poland,POL,2022-12-17,118429,10
Poland,POL,2022-12-18,118429,0
Poland,POL,2022-12-19,118429,0
Poland,POL,2022-12-20,118436,7
Poland,POL,2022-12-21,118448,12
Poland,POL,2022-12-22,118452,4
Poland,POL,2022-12-23,118467,15
Poland,POL,2022-12-24,118475,8
Poland,POL,2022-12-25,118475,0
Poland,POL,2022-12-26,118475,0
Poland,POL,2022-12-27,118475,0
Poland,POL,2022-12-28,118481,6
Poland,POL,2022-12-29,118503,22
Poland,POL,2022-12-30,118512,9
Poland,POL,2022-12-31,118533,21
Poland,POL,2023-01-01,118533,0
Poland,POL,2023-01-02,118533,0
Poland,POL,2023-01-03,118546,13
Poland,POL,2023-01-04,118555,9
Poland,POL,2023-01-05,118567,12
Poland,POL,2023-01-06,118586,19
Poland,POL,2023-01-07,118586,0
Poland,POL,2023-01-08,118586,0
Poland,POL,2023-01-09,118586,0
Poland,POL,2023-01-10,118601,15
Poland,POL,2023-01-11,118615,14
Poland,POL,2023-01-12,118633,18
Poland,POL,2023-01-13,118640,7
Poland,POL,2023-01-14,118651,11
Poland,POL,2023-01-15,118651,0
Poland,POL,2023-01-16,118651,0
Poland,POL,2023-01-17,118660,9
Poland,POL,2023-01-18,118666,6
Poland,POL,2023-01-19,118675,9
Poland,POL,2023-01-20,118678,3
Poland,POL,2023-01-21,118681,3
Poland,POL,2023-01-22,118681,0
Poland,POL,2023-01-23,118681,0
Poland,POL,2023-01-24,118696,15
Poland,POL,2023-01-25,118702,6
Poland,POL,2023-01-26,118705,3
Poland,POL,2023-01-27,118713,8
Poland,POL,2023-01-28,118715,2
Poland,POL,2023-01-29,118715,0
Poland,POL,2023-01-30,118715,0
Poland,POL,2023-01-31,118727,12
Poland,POL,2023-02-01,118736,9
Poland,POL,2023-02-02,118740,4
Poland,POL,2023-02-03,118743,3
Poland,POL,2023-02-04,118748,5
Poland,POL,2023-02-05,118748,0
Poland,POL,2023-02-06,118748,0
Poland,POL,2023-02-07,118754,6
Poland,POL,2023-02-08,118762,8
Poland,POL,2023-02-09,118767,5
Poland,POL,2023-02-10,118775,8
Poland,POL,2023-02-11,118779,4
Poland,POL,2023-02-12,118779,0
Poland,POL,2023-02-13,118779,0
Poland,POL,2023-02-14,118785,6
Poland,POL,2023-02-15,118800,15
Poland,POL,2023-02-16,118809,9
Poland,POL,2023-02-17,118817,8
Poland,POL,2023-02-18,118826,9
Poland,POL,2023-02-19,118826,0
Poland,POL,2023-02-20,118826,0
Poland,POL,2023-02-21,118833,7
Poland,POL,2023-02-22,118840,7
Poland,POL,2023-02-23,118850,10
Poland,POL,2023-02-24,118860,10
Poland,POL,2023-02-25,118868,8
Poland,POL,2023-02-26,118868,0
Poland,POL,2023-02-27,118868,0
Poland,POL,2023-02-28,118884,16
Poland,POL,2023-03-01,118898,14
Poland,POL,2023-03-02,118924,26
Poland,POL,2023-03-03,118941,17
Poland,POL,2023-03-04,118952,11
Poland,POL,2023-03-05,118952,0
Poland,POL,2023-03-06,118952,0
Poland,POL,2023-03-07,118970,18
Poland,POL,2023-03-08,118989,19
Poland,POL,2023-03-09,119010,21
Poland,POL,2023-03-10,119016,6
Poland,POL,2023-03-11,119030,14
Poland,POL,2023-03-12,119030,0
Poland,POL,2023-03-13,119030,0
Poland,POL,2023-03-14,119046,16
Poland,POL,2023-03-15,119072,26
Poland,POL,2023-03-16,119101,29
Poland,POL,2023-03-17,119109,8
Poland,POL,2023-03-18,119136,27
Poland,POL,2023-03-19,119136,0
Poland,POL,2023-03-20,119138,2
Poland,POL,2023-03-21,119170,32
Poland,POL,2023-03-22,119199,29
Poland,POL,2023-03-23,119216,17
Poland,POL,2023-03-24,119231,15
Poland,POL,2023-03-25,119244,13
Poland,POL,2023-03-26,119245,1
Poland,POL,2023-03-27,119245,0
Poland,POL,2023-03-28,119265,20
Poland,POL,2023-03-29,119296,31
Poland,POL,2023-03-30,119330,34
Poland,POL,2023-03-31,119346,16
Poland,POL,2023-04-01,119361,15
Poland,POL,2023-04-02,119361,0
Poland,POL,2023-04-03,119361,0
Poland,POL,2023-04-04,119378,17
Poland,POL,2023-04-05,119391,13
Poland,POL,2023-04-06,119406,15
Poland,POL,2023-04-07,119419,13
Poland,POL,2023-04-08,119423,4
Poland,POL,2023-04-09,119423,0
Poland,POL,2023-04-10,119423,0
Poland,POL,2023-04-11,119423,0
Poland,POL,2023-04-12,119432,9
Poland,POL,2023-04-13,119453,21
Poland,POL,2023-04-14,119467,14
Poland,POL,2023-04-15,119480,13
Poland,POL,2023-04-16,119482,2
Poland,POL,2023-04-17,119482,0
Poland,POL,2023-04-18,119494,12
Poland,POL,2023-04-19,119496,2
Poland,POL,2023-04-20,119504,8
Poland,POL,2023-04-21,119513,9
Poland,POL,2023-04-22,119520,7
Poland,POL,2023-04-23,119520,0
Poland,POL,2023-04-24,119520,0
Poland,POL,2023-04-25,119531,11
Poland,POL,2023-04-26,119540,9
Poland,POL,2023-04-27,119546,6
Poland,POL,2023-04-28,119551,5
Poland,POL,2023-04-29,119555,4
Poland,POL,2023-04-30,119555,0
Poland,POL,2023-05-01,119555,0
Poland,POL,2023-05-02,119555,0
Poland,POL,2023-05-03,119557,2
Poland,POL,2023-05-04,119557,0
Poland,POL,2023-05-05,119559,2
Poland,POL,2023-05-06,119563,4
Poland,POL,2023-05-07,119563,0
Poland,POL,2023-05-08,119563,0
Poland,POL,2023-05-09,119568,5
Poland,POL,2023-05-10,119574,6
Poland,POL,2023-05-11,119575,1
Poland,POL,2023-05-12,119581,6
Poland,POL,2023-05-13,119585,4
Poland,POL,2023-05-14,119585,0
Poland,POL,2023-05-15,119585,0
Poland,POL,2023-05-16,119590,5
Poland,POL,2023-05-17,119594,4
Poland,POL,2023-05-18,119595,1
Poland,POL,2023-05-19,119595,0
Poland,POL,2023-05-20,119596,1
Poland,POL,2023-05-21,119596,0
Poland,POL,2023-05-22,119596,0
Poland,POL,2023-05-23,119600,4
Poland,POL,2023-05-24,119603,3
Poland,POL,2023-05-25,119606,3
Poland,POL,2023-05-26,119608,2
Poland,POL,2023-05-27,119609,1
Poland,POL,2023-05-28,119609,0
Poland,POL,2023-05-29,119609,0
Poland,POL,2023-05-30,119610,1
Poland,POL,2023-05-31,119610,0
Poland,POL,2023-06-01,119615,5
Poland,POL,2023-06-02,119615,0
Poland,POL,2023-06-03,119617,2
Poland,POL,2023-06-04,119617,0
Poland,POL,2023-06-05,119617,0
Poland,POL,2023-06-06,119617,0
Poland,POL,2023-06-07,119619,2
Poland,POL,2023-06-08,119621,2
Poland,POL,2023-06-09,119621,0
Poland,POL,2023-06-10,119622,1
Poland,POL,2023-06-11,119622,0
Poland,POL,2023-06-12,119622,0
Poland,POL,2023-06-13,119622,0
Poland,POL,2023-06-14,119622,0
Poland,POL,2023-06-15,119622,0
Poland,POL,2023-06-16,119622,0
Poland,POL,2023-06-17,119623,1
Poland,POL,2023-06-18,119623,0
Poland,POL,2023-06-19,119623,0
Poland,POL,2023-06-20,119624,1
Poland,POL,2023-06-21,119624,0
Poland,POL,2023-06-22,119624,0
Poland,POL,2023-06-23,119624,0
Poland,POL,2023-06-24,119624,0
Poland,POL,2023-06-25,119624,0
Poland,POL,2023-06-26,119624,0
Poland,POL,2023-06-27,119624,0
Poland,POL,2023-06-28,119624,0
Poland,POL,2023-06-29,119626,2
Poland,POL,2023-06-30,119626,0
Poland,POL,2023-07-01,119627,1
Poland,POL,2023-07-02,119627,0
Poland,POL,2023-07-03,119627,0
Poland,POL,2023-07-04,119627,0
Poland,POL,2023-07-05,119629,2
Poland,POL,2023-07-06,119630,1
Poland,POL,2023-07-07,119630,0
Poland,POL,2023-07-08,119630,0
Poland,POL,2023-07-09,119630,0
Poland,POL,2023-07-10,119630,0
Poland,POL,2023-07-11,119630,0
Poland,POL,2023-07-12,119632,2
Poland,POL,2023-07-13,119632,0
Poland,POL,2023-07-14,119632,0
Poland,POL,2023-07-15,119632,0
Poland,POL,2023-07-16,119632,0
Poland,POL,2023-07-17,119632,0
Poland,POL,2023-07-18,119632,0
Poland,POL,2023-07-19,119632,0
Poland,POL,2023-07-20,119632,0
Poland,POL,2023-07-21,119632,0
Poland,POL,2023-07-22,119632,0
Poland,POL,2023-07-23,119632,0
Poland,POL,2023-07-24,119632,0
Poland,POL,2023-07-25,119633,1
Poland,POL,2023-07-26,119633,0
Poland,POL,2023-07-27,119635,2
Poland,POL,2023-07-28,119635,0
Poland,POL,2023-07-29,119635,0
Poland,POL,2023-07-30,119635,0
Poland,POL,2023-07-31,119635,0
Poland,POL,2023-08-01,119635,0
Poland,POL,2023-08-02,119635,0
Poland,POL,2023-08-03,119635,0
Poland,POL,2023-08-04,119635,0
Poland,POL,2023-08-05,119635,0
Poland,POL,2023-08-06,119635,0
Poland,POL,2023-08-07,119635,0
Poland,POL,2023-08-08,119635,0
Poland,POL,2023-08-09,119635,0
Poland,POL,2023-08-10,119635,0
Poland,POL,2023-08-11,119635,0
Poland,POL,2023-08-12,119635,0
Poland,POL,2023-08-13,119635,0
Poland,POL,2023-08-14,119635,0
Poland,POL,2023-08-15,119636,1
Poland,POL,2023-08-16,119636,0
Poland,POL,2023-08-17,119636,0
Poland,POL,2023-08-18,119636,0
Poland,POL,2023-08-19,119637,1
Poland,POL,2023-08-20,119637,0
Poland,POL,2023-08-21,119637,0
Poland,POL,2023-08-22,119637,0
Poland,POL,2023-08-23,119638,1
Poland,POL,2023-08-24,119638,0
Poland,POL,2023-08-25,119638,0
Poland,POL,2023-08-26,119638,0
Poland,POL,2023-08-27,119638,0
Poland,POL,2023-08-28,119638,0
Poland,POL,2023-08-29,119638,0
Poland,POL,2023-08-30,119639,1
Poland,POL,2023-08-31,119640,1
Poland,POL,2023-09-01,119640,0
Poland,POL,2023-09-02,119640,0
Poland,POL,2023-09-03,119640,0
Poland,POL,2023-09-04,119640,0
Poland,POL,2023-09-05,119640,0
Poland,POL,2023-09-06,119641,1
Poland,POL,2023-09-07,119641,0
Poland,POL,2023-09-08,119642,1
Poland,POL,2023-09-09,119642,0
Poland,POL,2023-09-10,119642,0
Poland,POL,2023-09-11,119642,0
Poland,POL,2023-09-12,119642,0
Poland,POL,2023-09-13,119643,1
Poland,POL,2023-09-14,119643,0
Poland,POL,2023-09-15,119644,1
Poland,POL,2023-09-16,119645,1
Poland,POL,2023-09-17,119645,0
Poland,POL,2023-09-18,119645,0
Poland,POL,2023-09-19,119645,0
Poland,POL,2023-09-20,119645,0
Poland,POL,2023-09-21,119645,0
Poland,POL,2023-09-22,119646,1
Poland,POL,2023-09-23,119647,1
Poland,POL,2023-09-24,119647,0
Poland,POL,2023-09-25,119647,0
Poland,POL,2023-09-26,119651,4
Poland,POL,2023-09-27,119651,0
Poland,POL,2023-09-28,119651,0
Poland,POL,2023-09-29,119652,1
Poland,POL,2023-09-30,119654,2
Poland,POL,2023-10-01,119654,0
Poland,POL,2023-10-02,119654,0
Poland,POL,2023-10-03,119654,0
Poland,POL,2023-10-04,119654,0
Poland,POL,2023-10-05,119655,1
Poland,POL,2023-10-06,119655,0
Poland,POL,2023-10-07,119655,0
Poland,POL,2023-10-08,119655,0
Poland,POL,2023-10-09,119655,0
Poland,POL,2023-10-10,119655,0
Poland,POL,2023-10-11,119656,1
Poland,POL,2023-10-12,119656,0
Poland,POL,2023-10-13,119656,0
Poland,POL,2023-10-14,119657,1
Poland,POL,2023-10-15,119657,0
Poland,POL,2023-10-16,119657,0
Poland,POL,2023-10-17,119658,1
Poland,POL,2023-10-18,119662,4
Poland,POL,2023-10-19,119662,0
Poland,POL,2023-10-20,119662,0
Poland,POL,2023-10-21,119665,3
Poland,POL,2023-10-22,119665,0
Poland,POL,2023-10-23,119665,0
Poland,POL,2023-10-24,119665,0
Poland,POL,2023-10-25,119667,2
Poland,POL,2023-10-26,119669,2
Poland,POL,2023-10-27,119677,8
Poland,POL,2023-10-28,119686,9
Poland,POL,2023-10-29,119686,0
Poland,POL,2023-10-30,119695,9
Poland,POL,2023-10-31,119695,0
Poland,POL,2023-11-01,119695,0
Poland,POL,2023-11-02,119695,0
Poland,POL,2023-11-03,119695,0
Poland,POL,2023-11-04,119695,0
Poland,POL,2023-11-05,119695,0
Poland,POL,2023-11-06,119721,26
Poland,POL,2023-11-07,119721,0
Poland,POL,2023-11-08,119721,0
Poland,POL,2023-11-09,119721,0
Poland,POL,2023-11-10,119721,0
Poland,POL,2023-11-11,119721,0
Poland,POL,2023-11-12,119721,0
Poland,POL,2023-11-13,119745,24
Poland,POL,2023-11-14,119745,0
Poland,POL,2023-11-15,119745,0
Poland,POL,2023-11-16,119745,0
Poland,POL,2023-11-17,119745,0
Poland,POL,2023-11-18,119745,0
Poland,POL,2023-11-19,119745,0
Poland,POL,2023-11-20,119809,64
Poland,POL,2023-11-21,119809,0
Poland,POL,2023-11-22,119809,0
Poland,POL,2023-11-23,119809,0
Poland,POL,2023-11-24,119809,0
Poland,POL,2023-11-25,119809,0
Poland,POL,2023-11-26,119809,0
Poland,POL,2023-11-27,119839,30
Poland,POL,2023-11-28,119839,0
Poland,POL,2023-11-29,119839,0
Poland,POL,2023-11-30,119839,0
Poland,POL,2023-12-01,119839,0
Poland,POL,2023-12-02,119839,0
Poland,POL,2023-12-03,119839,0
Poland,POL,2023-12-04,119886,47
Poland,POL,2023-12-05,119886,0
Poland,POL,2023-12-06,119886,0
Poland,POL,2023-12-07,119886,0
Poland,POL,2023-12-08,119886,0
Poland,POL,2023-12-09,119886,0
Poland,POL,2023-12-10,119886,0
Poland,POL,2023-12-11,120018,132
Poland,POL,2023-12-12,120018,0
Poland,POL,2023-12-13,120018,0
Poland,POL,2023-12-14,120018,0
Poland,POL,2023-12-15,120018,0
Poland,POL,2023-12-16,120018,0
Poland,POL,2023-12-17,120018,0
Poland,POL,2023-12-18,120159,141
Poland,POL,2023-12-19,120159,0
Poland,POL,2023-12-20,120159,0
Poland,POL,2023-12-21,120159,0
Poland,POL,2023-12-22,120159,0
Poland,POL,2023-12-23,120159,0
Poland,POL,2023-12-24,120159,0
Poland,POL,2023-12-25,120238,79
Poland,POL,2023-12-26,120238,0
Poland,POL,2023-12-27,120238,0
Poland,POL,2023-12-28,120238,0
Poland,POL,2023-12-29,120238,0
Poland,POL,2023-12-30,120238,0
Poland,POL,2023-12-31,120238,0
Poland,POL,2024-01-01,120429,191
Poland,POL,2024-01-02,120429,0
Poland,POL,2024-01-03,120429,0
Poland,POL,2024-01-04,120429,0
Poland,POL,2024-01-05,120429,0
Poland,POL,2024-01-06,120429,0
Poland,POL,2024-01-07,120429,0
Poland,POL,2024-01-08,120497,68
Poland,POL,2024-01-09,120497,0
Poland,POL,2024-01-10,120497,0
Poland,POL,2024-01-11,120497,0
Poland,POL,2024-01-12,120497,0
Poland,POL,2024-01-13,120497,0
Poland,POL,2024-01-14,120497,0
Poland,POL,2024-01-15,120550,53
Poland,POL,2024-01-16,120550,0
Poland,POL,2024-01-17,120550,0
Poland,POL,2024-01-18,120550,0
Poland,POL,2024-01-19,120550,0
Poland,POL,2024-01-20,120550,0
Poland,POL,2024-01-21,120550,0
Poland,POL,2024-01-22,120577,27
Poland,POL,2024-01-23,120577,0
Poland,POL,2024-01-24,120577,0
Poland,POL,2024-01-25,120577,0
Poland,POL,2024-01-26,120577,0
Poland,POL,2024-01-27,120577,0
Poland,POL,2024-01-28,120577,0
Poland,POL,2024-01-29,120618,41
Poland,POL,2024-01-30,120618,0
Poland,POL,2024-01-31,120618,0
Poland,POL,2024-02-01,120618,0
Poland,POL,2024-02-02,120618,0
Poland,POL,2024-02-03,120618,0
Poland,POL,2024-02-04,120618,0
Poland,POL,2024-02-05,120642,24
Poland,POL,2024-02-06,120642,0
Poland,POL,2024-02-07,120642,0
Poland,POL,2024-02-08,120642,0
Poland,POL,2024-02-09,120642,0
Poland,POL,2024-02-10,120642,0
Poland,POL,2024-02-11,120642,0
Poland,POL,2024-02-12,120665,23
Poland,POL,2024-02-13,120665,0
Poland,POL,2024-02-14,120665,0
Poland,POL,2024-02-15,120665,0
Poland,POL,2024-02-16,120665,0
Poland,POL,2024-02-17,120665,0
Poland,POL,2024-02-18,120665,0
Poland,POL,2024-02-19,120677,12
Poland,POL,2024-02-20,120677,0
Poland,POL,2024-02-21,120677,0
Poland,POL,2024-02-22,120677,0
Poland,POL,2024-02-23,120677,0
Poland,POL,2024-02-24,120677,0
Poland,POL,2024-02-25,120677,0
Poland,POL,2024-02-26,120687,10
Poland,POL,2024-02-27,120687,0
Poland,POL,2024-02-28,120687,0
Poland,POL,2024-02-29,120687,0
Poland,POL,2024-03-01,120687,0
Poland,POL,2024-03-02,120687,0
Poland,POL,2024-03-03,120687,0
Poland,POL,2024-03-04,120690,3
Poland,POL,2024-03-05,120690,0
Poland,POL,2024-03-06,120690,0
Poland,POL,2024-03-07,120690,0
Poland,POL,2024-03-08,120690,0
Poland,POL,2024-03-09,120690,0
Poland,POL,2024-03-10,120690,0
Poland,POL,2024-03-11,120701,11
Poland,POL,2024-03-12,120701,0
Poland,POL,2024-03-13,120701,0
Poland,POL,2024-03-14,120701,0
Poland,POL,2024-03-15,120701,0
Poland,POL,2024-03-16,120701,0
Poland,POL,2024-03-17,120701,0
Poland,POL,2024-03-18,120706,5
Poland,POL,2024-03-19,120706,0
Poland,POL,2024-03-20,120706,0
Poland,POL,2024-03-21,120706,0
Poland,POL,2024-03-22,120706,0
Poland,POL,2024-03-23,120706,0
Poland,POL,2024-03-24,120706,0
Poland,POL,2024-03-25,120706,0
Poland,POL,2024-03-26,120706,0
Poland,POL,2024-03-27,120706,0
Poland,POL,2024-03-28,120706,0
Poland,POL,2024-03-29,120706,0
Poland,POL,2024-03-30,120706,0
Poland,POL,2024-03-31,120706,0
Poland,POL,2024-04-01,120707,1
Poland,POL,2024-04-02,120707,0
Poland,POL,2024-04-03,120707,0
Poland,POL,2024-04-04,120707,0
Poland,POL,2024-04-05,120707,0
Poland,POL,2024-04-06,120707,0
Poland,POL,2024-04-07,120707,0
Poland,POL,2024-04-08,120709,2
Poland,POL,2024-04-09,120709,0
Poland,POL,2024-04-10,120709,0
Poland,POL,2024-04-11,120709,0
Poland,POL,2024-04-12,120709,0
Poland,POL,2024-04-13,120709,0
Poland,POL,2024-04-14,120709,0
Poland,POL,2024-04-15,120709,0
Poland,POL,2024-04-16,120709,0
Poland,POL,2024-04-17,120709,0
Poland,POL,2024-04-18,120709,0
Poland,POL,2024-04-19,120709,0
Poland,POL,2024-04-20,120709,0
Poland,POL,2024-04-21,120709,0
Poland,POL,2024-04-22,120711,2
Poland,POL,2024-04-23,120711,0
Poland,POL,2024-04-24,120711,0
Poland,POL,2024-04-25,120711,0
Poland,POL,2024-04-26,120711,0
Poland,POL,2024-04-27,120711,0
Poland,POL,2024-04-28,120711,0
Poland,POL,2024-04-29,120711,0
Poland,POL,2024-04-30,120711,0
Poland,POL,2024-05-01,120711,0
Poland,POL,2024-05-02,120711,0
Poland,POL,2024-05-03,120711,0
Poland,POL,2024-05-04,120711,0
Poland,POL,2024-05-05,120711,0
Poland,POL,2024-05-06,120711,0
Poland,POL,2024-05-07,120711,0
Poland,POL,2024-05-08,120711,0
Poland,POL,2024-05-09,120711,0
Poland,POL,2024-05-10,120711,0
Poland,POL,2024-05-11,120711,0
Poland,POL,2024-05-12,120711,0
Poland,POL,2024-05-13,120711,0
Poland,POL,2024-05-14,120711,0
Poland,POL,2024-05-15,120711,0
Poland,POL,2024-05-16,120711,0
Poland,POL,2024-05-17,120711,0
Poland,POL,2024-05-18,120711,0
Poland,POL,2024-05-19,120711,0
Poland,POL,2024-05-20,120711,0
Poland,POL,2024-05-21,120711,0
Poland,POL,2024-05-22,120711,0
Poland,POL,2024-05-23,120711,0
Poland,POL,2024-05-24,120711,0
Poland,POL,2024-05-25,120711,0
Poland,POL,2024-05-26,120711,0
Poland,POL,2024-05-27,120711,0
Poland,POL,2024-05-28,120711,0
Poland,POL,2024-05-29,120711,0
Poland,POL,2024-05-30,120711,0
Poland,POL,2024-05-31,120711,0
Poland,POL,2024-06-01,120711,0
Poland,POL,2024-06-02,120711,0
Poland,POL,2024-06-03,120712,1
Poland,POL,2024-06-04,120712,0
Poland,POL,2024-06-05,120712,0
Poland,POL,2024-06-06,120712,0
Poland,POL,2024-06-07,120712,0
Poland,POL,2024-06-08,120712,0
Poland,POL,2024-06-09,120712,0
