Entity,Code,Day,COVID-19 doses (cumulative)
Poland,POL,2023-09-10,58025510
Poland,POL,2023-09-11,58025560
Poland,POL,2023-09-12,58025610
Poland,POL,2023-09-13,58025676
Poland,POL,2023-09-14,58025770
Poland,POL,2023-09-15,58025932
Poland,POL,2023-09-16,58026548
Poland,POL,2023-09-17,58026644
Poland,POL,2023-09-18,58026696
Poland,POL,2023-09-19,58026750
Poland,POL,2023-09-20,58026828
Poland,POL,2023-09-21,58026892
Poland,POL,2023-09-22,58026980
Poland,POL,2023-09-23,58027024
Poland,POL,2023-09-24,58027028
Poland,POL,2023-09-25,58027120
Poland,POL,2023-09-26,58027196
Poland,POL,2023-09-27,58027264
Poland,POL,2023-09-28,58027370
Poland,POL,2023-09-29,58027564
Poland,POL,2023-09-30,58027580
Poland,POL,2023-10-01,58027596
Poland,POL,2023-10-02,58027692
Poland,POL,2023-10-03,58027772
Poland,POL,2023-10-04,58028536
Poland,POL,2023-10-05,58028690
Poland,POL,2023-10-06,58028812
Poland,POL,2023-10-07,58028870
Poland,POL,2023-10-08,58028880
Poland,POL,2023-10-09,58028976
Poland,POL,2023-10-10,58029064
Poland,POL,2023-10-11,58029140
Poland,POL,2023-10-12,58029236
Poland,POL,2023-10-13,58029360
Poland,POL,2023-10-14,58029412
Poland,POL,2023-10-15,58029430
Poland,POL,2023-10-16,58029516
Poland,POL,2023-10-17,58029590
Poland,POL,2023-10-18,58029680
Poland,POL,2023-10-19,58029790
Poland,POL,2023-10-20,58029908
Poland,POL,2023-10-21,58029936
Poland,POL,2023-10-22,58029964
Poland,POL,2023-10-23,58030044
Poland,POL,2023-10-24,58030110
Poland,POL,2023-10-25,58030216
Poland,POL,2023-10-26,58030340
Poland,POL,2023-10-27,58030436
Poland,POL,2023-10-28,58030500
Poland,POL,2023-10-29,58030524
Poland,POL,2023-10-30,58030612
Poland,POL,2023-10-31,58030730
Poland,POL,2023-11-01,58030736
Poland,POL,2023-11-02,58030812
Poland,POL,2023-11-03,58030972
Poland,POL,2023-11-04,58031030
Poland,POL,2023-11-05,58031044
Poland,POL,2023-11-06,58031236
Poland,POL,2023-11-07,58031660
Poland,POL,2023-11-08,58031884
Poland,POL,2023-11-09,58032144
Poland,POL,2023-11-10,58032404
Poland,POL,2023-12-23,58634590
